date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:18:20	18468/18468	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/animations/animations.min7c53.css?ver=2.9.14	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/animations/animations.min7c537c53.css	(from http://dellta-car.com/)
20:18:20	108743/108743	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/css/frontend-rtl.min7c53.css?ver=2.9.14	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/css/frontend-rtl.min7c537c53.css	(from http://dellta-car.com/)
20:18:22	211827/211827	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:50%20GMT	http://dellta-car.com/wp-content/plugins/elementor-pro/assets/css/frontend-rtl.minc27b.css?ver=2.10.3	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor-pro/assets/css/frontend-rtl.minc27bc27b.css	(from http://dellta-car.com/)
20:18:22	22525/22525	---M--	200	added ('OK')	text/css	date:Fri,%2014%20May%202021%2022:30:12%20GMT	http://dellta-car.com/wp-content/uploads/elementor/css/global3e2c.css?ver=1621031411	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/css/global3e2c3e2c.css	(from http://dellta-car.com/)
20:18:23	151/151	---M--	200	added ('OK')	text/css	date:Mon,%2031%20May%202021%2011:52:52%20GMT	http://dellta-car.com/wp-content/uploads/elementor/css/post-415905.css?ver=1622461971	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/css/post-4159055905.css	(from http://dellta-car.com/)
20:18:24	39571/39571	---M--	200	added ('OK')	text/css	date:Sun,%2001%20Aug%202021%2011:51:50%20GMT	http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/css/post-12e905e905.css	(from http://dellta-car.com/)
20:18:25	10246/10246	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Aug%202021%2008:53:02%20GMT	http://dellta-car.com/wp-content/uploads/elementor/css/post-2569ce.css?ver=1627980782	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/css/post-2569ce69ce.css	(from http://dellta-car.com/)
20:18:25	3851/3851	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Jun%202021%2015:14:46%20GMT	http://dellta-car.com/wp-content/uploads/elementor/css/post-12160871.css?ver=1623856485	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/css/post-121608710871.css	(from http://dellta-car.com/)
20:18:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202022%2017:18:26%20GMT	http://dellta-car.com/fonts.googleapis.com/earlyaccess/droidarabickufi080f.css?ver=5.8.2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/fonts.googleapis.com/earlyaccess/droidarabickufi080f080f.css	(from http://dellta-car.com/)
20:18:26	55753/55753	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css?ver=5.12.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683b683.css	(from http://dellta-car.com/)
20:18:27	672/672	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683b683.css	(from http://dellta-car.com/)
20:18:27	665/665	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683b683.css	(from http://dellta-car.com/)
20:18:29	224527/224527	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Nov%202021%2009:29:32%20GMT	http://dellta-car.com/wp-json/index.html	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-json/index.html	(from http://dellta-car.com/)
20:18:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202022%2017:18:28%20GMT	http://dellta-car.com/xmlrpc0db0.html?rsd	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/xmlrpc0db0.160db0.delayed	(from http://dellta-car.com/)
20:18:30	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:12%20GMT	http://dellta-car.com/wp-includes/wlwmanifest.xml	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/wlwmanifest.xml	(from http://dellta-car.com/)
20:18:30	3637/3637	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Nov%202021%2009:29:34%20GMT	http://dellta-car.com/wp-json/oembed/1.0/embede787?url=https%3A%2F%2Fgearstar-ksa.com%2F&format=xml	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-json/oembed/1.0/embede787e787.html	(from http://dellta-car.com/)
20:18:30	3363/3363	---M--	200	added ('OK')	application/json	date:Sun,%2028%20Nov%202021%2009:29:32%20GMT	http://dellta-car.com/wp-json/oembed/1.0/embed069b.json?url=https%3A%2F%2Fgearstar-ksa.com%2F	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-json/oembed/1.0/embed069b069b.json	(from http://dellta-car.com/)
20:18:31	2906/2906	---M--	200	added ('OK')	image/png	date:Mon,%2031%20May%202021%2011:45:14%20GMT	http://dellta-car.com/wp-content/uploads/elementor/thumbs/manual7-p7z4wl0al03tfkajyayrufn6j6nab1rpvu778kg71q.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/thumbs/manual7-p7z4wl0al03tfkajyayrufn6j6nab1rpvu778kg71q.png	(from http://dellta-car.com/)
20:18:31	6252/6252	---M--	200	added ('OK')	image/png	date:Tue,%2004%20May%202021%2021:49:32%20GMT	http://dellta-car.com/wp-content/uploads/elementor/thumbs/break-service-p6ov6ojwylb2l23zp7p1c4cq2cxxrsapo6ljbyhmsu.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/thumbs/break-service-p6ov6ojwylb2l23zp7p1c4cq2cxxrsapo6ljbyhmsu.png	(from http://dellta-car.com/)
20:18:32	2626/2626	---M--	200	added ('OK')	image/png	date:Tue,%2004%20May%202021%2022:07:40%20GMT	http://dellta-car.com/wp-content/uploads/elementor/thumbs/chassis-p6ow249lj4cavkg44svuq6rpa9zv7d3jbs2553vmpa.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/thumbs/chassis-p6ow249lj4cavkg44svuq6rpa9zv7d3jbs2553vmpa.png	(from http://dellta-car.com/)
20:18:32	15743/15743	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Dec%202021%2012:21:46%20GMT	http://dellta-car.com/img/logo.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/img/logo.png	(from http://dellta-car.com/)
20:18:32	4012/4012	---M--	200	added ('OK')	image/png	date:Tue,%2004%20May%202021%2022:11:48%20GMT	http://dellta-car.com/wp-content/uploads/elementor/thumbs/fix-sign-p6ow8n98zp9zi2ys0mgl1jgxsltmnp0fk35j4a77hq.png	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/elementor/thumbs/fix-sign-p6ow8n98zp9zi2ys0mgl1jgxsltmnp0fk35j4a77hq.png	(from http://dellta-car.com/)
20:18:33	1426/1426	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20May%202021%2022:56:50%20GMT	http://dellta-car.com/wp-includes/js/wp-embed.min080f.js?ver=5.8.2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/wp-embed.min080f080f.js	(from http://dellta-car.com/)
20:18:34	10457/10457	---M--	200	added ('OK')	application/javascript	date:Sun,%2013%20Jun%202021%2012:17:46%20GMT	http://dellta-car.com/wp-content/themes/astra/assets/js/minified/style.min3b71.js?ver=3.5.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/themes/astra/assets/js/minified/style.min3b713b71.js	(from http://dellta-car.com/)
20:18:35	11224/11224	---M--	200	added ('OK')	application/javascript	date:Sat,%2005%20Jun%202021%2011:46:44%20GMT	http://dellta-car.com/wp-includes/js/jquery/jquery-migrate.mind617.js?ver=3.3.2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/jquery/jquery-migrate.mind617d617.js	(from http://dellta-car.com/)
20:18:36	76028/76028	---M--	200	added ('OK')	application/json	date:Sun,%2028%20Nov%202021%2009:29:32%20GMT	http://dellta-car.com/wp-json/wp/v2/pages/12.json	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-json/wp/v2/pages/12.json	(from http://dellta-car.com/)
20:18:37	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Jun%202020%2018:53:28%20GMT	http://dellta-car.com/wp-includes/js/imagesloaded.mineda1.js?ver=4.1.4	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/imagesloaded.mineda1eda1.js	(from http://dellta-car.com/)
20:18:37	25202/25202	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:50%20GMT	http://dellta-car.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js?ver=1.0.1	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269f269.js	(from http://dellta-car.com/)
20:18:38	6595/6595	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:50%20GMT	http://dellta-car.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minc27b.js?ver=2.10.3	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minc27bc27b.js	(from http://dellta-car.com/)
20:18:42	20787/20787	---M--	200	added ('OK')	application/javascript	date:Sat,%2005%20Jun%202021%2011:46:44%20GMT	http://dellta-car.com/wp-includes/js/jquery/ui/core.min35d0.js?ver=1.12.1	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/jquery/ui/core.min35d035d0.js	(from http://dellta-car.com/)
20:18:44	10695/10695	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js?ver=4.7.6	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9eae9e.js	(from http://dellta-car.com/)
20:18:46	89521/89521	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Sep%202021%2011:40:42%20GMT	http://dellta-car.com/wp-includes/js/jquery/jquery.minaf6c.js?ver=3.6.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/jquery/jquery.minaf6caf6c.js	(from http://dellta-car.com/)
20:18:46	60475/60475	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7c53.js?ver=2.9.14	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7c537c53.js	(from http://dellta-car.com/)
20:18:46	12198/12198	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js?ver=4.0.2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da05da.js	(from http://dellta-car.com/)
20:18:47	2635/2635	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c53.js?ver=2.9.14	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c537c53.js	(from http://dellta-car.com/)
20:18:50	19076/19076	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Sep%202021%2011:40:42%20GMT	http://dellta-car.com/wp-includes/js/underscore.min0028.js?ver=1.13.1	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/underscore.min00280028.js	(from http://dellta-car.com/)
20:18:51	1340/1340	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Sep%202021%2011:40:42%20GMT	http://dellta-car.com/wp-includes/js/wp-util.min080f.js?ver=5.8.2	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-includes/js/wp-util.min080f080f.js	(from http://dellta-car.com/)
20:18:51	754/754	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Jul%202021%2015:32:32%20GMT	http://dellta-car.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minedf0.js?ver=1.6.8.1	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minedf0edf0.js	(from http://dellta-car.com/)
20:18:58	134466/134466	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:50%20GMT	http://dellta-car.com/wp-content/plugins/elementor-pro/assets/js/frontend.minc27b.js?ver=2.10.3	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor-pro/assets/js/frontend.minc27bc27b.js	(from http://dellta-car.com/)
20:19:05	117731/117731	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/js/frontend.min7c53.js?ver=2.9.14	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/js/frontend.min7c537c53.js	(from http://dellta-car.com/)
20:19:08	139153/139153	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js?ver=5.3.6	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f548f5.js	(from http://dellta-car.com/)
20:19:11	81224/81224	---M--	200	added ('OK')	font/woff2	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.woff2?5.7.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.woff2	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
20:19:14	270214/270214	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2019%20Dec%202020%2018:37:14%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.svg?5.7.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.svg	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
20:19:24	98704/98704	---M--	200	added ('OK')	font/woff	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.woff?5.7.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.woff	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
20:19:24	184780/184780	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Dec%202020%2018:37:16%20GMT	http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.eot?5.7.0	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.eot	(from http://dellta-car.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
20:19:24	59542/59542	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20May%202021%2021:48:20%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/wp2185492-car-interior-wallpapers.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/wp2185492-car-interior-wallpapers.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:30	32019/32019	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2010:27:00%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/taho-2021.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/taho-2021.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:32	47568/47568	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2010:46:58%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/thumb_02.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/thumb_02.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:34	63536/63536	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2010:30:58%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/cadillac-escalade-maintenance.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/cadillac-escalade-maintenance.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
20:19:36	37260/37260	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2010:23:10%20GMT	http://dellta-car.com/wp-content/uploads/2021/05/mercedes-benz-amg-gt-.jpg	C:/Users/%d8%a3%d8%a8%d9%88%20%d8%a7%d9%84%d9%88%d9%84%d9%8a%d8%af/Desktop/2222/halid/dellta-car.com/wp-content/uploads/2021/05/mercedes-benz-amg-gt-.jpg	(from http://dellta-car.com/wp-content/uploads/elementor/css/post-12e905.css?ver=1627818710)
